data,temp_media,temp_max,temp_min,chuva_soma,vento_max
2025-10-26,23.46,31.1,15.0,0.0,9.69
2025-10-27,20.8,25.05,18.4,0.6,6.76
2025-10-28,20.47,24.25,18.5,7.2,5.51
2025-10-29,21.54,26.55,18.35,0.0,17.08
2025-10-30,17.2,18.3,15.05,0.1,9.67
2025-10-31,18.07,22.6,14.85,0.0,9.96
2025-11-01,21.68,29.4,16.6,0.0,9.96
2025-11-02,20.42,22.8,19.0,5.1,18.71
2025-11-03,22.11,26.5,18.85,0.0,15.62
2025-11-04,22.47,28.45,18.75,0.0,13.05
2025-11-05,24.05,30.1,19.0,0.0,17.73
2025-11-06,18.75,22.55,15.6,0.0,14.76
2025-11-07,20.59,27.3,14.6,0.0,10.85
2025-11-08,21.89,25.7,17.1,2.4,21.71
2025-11-09,17.45,22.05,14.05,0.0,14.0
2025-11-10,16.86,23.4,12.85,0.0,13.83
2025-11-11,18.38,26.15,13.05,0.0,13.55
2025-11-12,21.61,30.3,14.0,0.0,13.22
2025-11-13,22.83,29.95,18.9,0.0,9.2
2025-11-14,20.57,24.2,18.35,0.0,12.59
2025-11-15,20.79,25.4,17.35,0.0,10.95
2025-11-16,21.92,25.4,19.2,3.8,16.61
2025-11-17,23.44,27.0,21.05,0.1,15.82
2025-11-18,22.32,25.8,19.6,0.0,18.08
2025-11-19,19.99,25.55,15.8,0.0,12.48
2025-11-20,18.49,24.0,14.65,0.0,14.34
2025-11-21,22.15,30.75,14.15,0.0,10.93
2025-11-22,23.2,31.1,18.25,0.0,15.73
2025-11-23,20.5,24.45,17.95,0.0,13.89
2025-11-24,19.68,23.85,17.3,0.0,10.81
2025-11-25,19.15,23.4,16.5,0.0,14.87
2025-11-26,19.13,25.15,15.3,0.0,16.98
2025-11-27,18.42,25.45,12.35,0.0,14.02
2025-11-28,22.21,30.25,16.8,0.0,14.62
2025-11-29,23.42,30.95,16.3,0.0,14.69
2025-11-30,24.69,33.4,18.5,0.0,16.12
2025-12-01,23.61,32.8,18.85,0.0,13.91
2025-12-02,24.28,29.65,20.2,0.0,16.75
2025-12-03,23.32,28.3,19.9,0.0,14.69
2025-12-04,21.09,26.55,17.8,0.0,16.74
2025-12-05,21.41,28.8,16.7,0.0,14.84
2025-12-06,23.31,31.0,17.9,0.0,14.69
2025-12-07,24.63,32.25,19.9,0.0,13.49
2025-12-08,24.08,29.85,20.45,0.0,11.44
2025-12-09,21.65,22.65,21.0,14.4,23.83
2025-12-10,24.02,28.25,21.15,0.0,30.17
2025-12-11,24.9,29.7,20.6,0.0,23.81
2025-12-12,24.41,32.15,17.25,0.0,14.99
2025-12-13,22.42,24.65,21.2,2.6,17.07
2025-12-14,23.12,26.7,20.55,0.6,15.55
2025-12-15,25.22,30.0,21.2,0.0,14.08
2025-12-16,25.39,31.1,21.65,24.0,14.69
2025-12-17,18.11,20.95,15.8,0.0,17.58
2025-12-18,19.52,24.6,15.65,0.0,12.77
2025-12-19,21.07,25.4,18.7,0.0,12.5
2025-12-20,22.42,28.35,18.7,0.0,15.35
2025-12-21,24.31,30.75,18.35,0.0,11.72
2025-12-22,25.98,31.7,20.65,0.0,13.1
2025-12-23,27.27,31.85,22.1,0.0,13.85
2025-12-24,27.79,33.15,22.25,0.0,13.76
2025-12-25,28.28,34.25,22.4,0.0,12.1
2025-12-26,28.26,34.45,23.1,0.0,13.71
2025-12-27,28.13,35.2,23.2,0.0,6.57
2025-12-28,28.21,35.1,22.9,0.0,10.82
2025-12-29,26.75,33.25,22.75,0.0,10.93
2025-12-30,26.47,33.05,22.3,0.0,10.14
2025-12-31,26.81,32.6,22.05,0.0,15.14
2026-01-01,26.92,31.35,23.1,0.0,18.22
2026-01-02,24.74,28.3,22.45,0.0,17.71
2026-01-03,25.31,31.05,21.35,0.0,13.7
2026-01-04,21.64,24.65,18.4,0.0,15.63
2026-01-05,19.65,23.3,17.7,0.0,18.39
2026-01-06,21.45,27.3,17.0,0.0,14.46
2026-01-07,23.32,29.0,18.8,0.0,9.83
2026-01-08,24.5,30.5,19.7,0.0,11.44
2026-01-09,25.29,31.45,21.15,0.0,10.38
2026-01-10,26.96,33.05,20.45,0.0,11.18
2026-01-11,27.55,33.1,20.45,0.0,13.38
2026-01-12,27.16,33.6,20.8,0.0,13.76
2026-01-13,25.11,30.45,20.85,0.0,11.2
2026-01-14,23.88,29.8,18.4,0.0,10.38
2026-01-15,23.69,28.25,19.6,0.1,10.23
2026-01-16,23.98,28.35,19.8,0.0,10.51
2026-01-17,23.59,29.4,18.8,0.0,12.77
2026-01-18,23.56,27.45,20.3,0.0,13.78
2026-01-19,21.26,24.05,18.75,1.4,23.84
2026-01-20,19.12,22.5,16.4,0.0,17.65
2026-01-21,17.79,19.75,16.05,0.0,14.34
2026-01-22,18.71,22.75,16.1,0.0,14.19
2026-01-23,19.69,22.95,16.7,0.0,12.86
2026-01-24,20.72,25.05,17.65,0.0,11.72
2026-01-25,21.82,26.2,18.65,0.0,12.3
2026-01-26,22.92,28.65,19.1,0.0,12.59
2026-01-27,23.23,29.45,18.45,0.0,12.72
2026-01-28,23.6,28.7,19.4,0.0,10.01
2026-01-29,24.05,29.1,19.7,0.0,12.31
2026-01-30,22.16,25.45,20.25,6.1,13.78
2026-01-31,23.47,28.4,19.15,0.0,15.32
2026-02-01,24.02,27.75,21.45,0.0,18.34
2026-02-02,23.44,26.55,21.05,0.2,10.46
2026-02-03,23.38,27.45,21.55,1.3,13.48
2026-02-04,23.79,27.35,21.3,5.0,14.08
2026-02-05,22.92,26.75,20.8,0.0,11.01
2026-02-06,23.37,30.25,19.05,0.0,13.1
2026-02-07,23.41,27.7,20.45,0.0,11.46
2026-02-08,22.58,27.65,20.3,0.3,12.59
2026-02-09,21.25,24.0,19.6,1.5,10.74
2026-02-10,21.92,24.45,19.9,0.6,13.36
2026-02-11,23.3,26.1,20.6,0.1,18.97
2026-02-12,25.2,30.15,21.15,0.0,14.33
2026-02-13,26.11,32.25,20.4,0.0,10.66
2026-02-14,24.57,29.7,21.5,0.0,12.39
2026-02-15,25.06,31.95,21.0,0.0,16.08
2026-02-16,25.7,33.05,18.95,0.0,11.98
2026-02-17,26.1,31.9,19.95,0.0,9.42
2026-02-18,24.74,29.1,21.05,0.0,10.9
2026-02-19,23.91,30.45,20.5,0.0,13.9
2026-02-20,24.61,31.55,19.3,0.0,15.99
2026-02-21,23.59,28.2,21.05,0.0,15.48
2026-02-22,22.56,26.7,20.3,0.0,14.26
2026-02-23,22.63,26.5,20.65,0.0,13.1
2026-02-24,23.04,26.9,20.4,0.0,9.69
2026-02-25,24.06,29.35,21.1,0.0,10.14
2026-02-26,22.44,24.8,21.25,0.0,13.85
2026-02-27,20.78,23.25,18.35,0.0,14.59
2026-02-28,20.08,25.0,16.3,0.0,14.92
2026-03-01,19.77,24.45,17.15,0.0,16.26
2026-03-02,19.8,25.9,15.8,0.0,13.85
2026-03-03,20.42,27.05,15.5,0.0,13.78
2026-03-04,21.3,27.25,17.3,0.0,13.1
2026-03-05,22.3,29.25,17.5,0.0,15.84
2026-03-06,23.16,28.1,20.0,0.0,9.42
2026-03-07,23.87,27.7,21.05,0.0,14.0
2026-03-08,22.94,28.7,19.85,0.0,12.1
2026-03-09,21.46,24.65,19.65,1.7,12.31
2026-03-10,20.01,20.95,19.25,11.9,8.21
2026-03-11,19.78,20.8,19.1,22.5,7.59
2026-03-12,20.85,22.6,19.7,17.0,6.41
2026-03-13,22.14,24.5,20.05,0.0,10.7
2026-03-14,22.44,24.9,20.5,0.0,9.36
2026-03-15,22.6,27.25,19.35,0.0,14.97
2026-03-16,21.67,25.8,17.05,0.0,14.69
2026-03-17,20.63,29.65,14.65,0.0,9.69
2026-03-18,20.92,30.9,14.35,0.0,9.73
2026-03-19,21.71,29.1,16.35,0.0,17.56
2026-03-20,21.53,26.95,17.55,0.0,13.85
2026-03-21,21.38,28.85,16.6,0.0,10.7
2026-03-22,21.71,29.1,17.5,0.0,7.86
2026-03-23,22.02,28.85,17.65,0.0,8.09
