data,total_servido,total_reservas,etapa_acad_4,erro_planejamento_ontem,reservas_media_movel_5d,total_reservas_lag_2,dia_semana_sin,dia_semana_cos,reservas_media_movel_3d,total_reservas_lag_7,total_reservas_lag_1,dia_semana,eh_segunda,total_reservas_lag_3,etapa_acad_1,temp_media_ontem,eh_sexta,etapa_acad_2,chuva_ontem,etapa_acad_3,bert_660,bert_31,bert_761,vespera_feriado,bert_164,bert_510,bert_437,bert_726,bert_250,bert_341,bert_255,bert_658,bert_419,bert_201,bert_568,bert_659,bert_263,bert_184,bert_129,bert_25,bert_107,bert_399,bert_30,bert_300,bert_729,bert_69,bert_738,bert_447,bert_405,bert_429,bert_113
2023-12-07,105.0,111.0,1,-20.0,110.2,134.0,0.4338837391175582,-0.900968867902419,119.0,80.0,111.0,3,0,112.0,0,24.86,0,0,0.0,0,0.04214011,0.5118758,0.044821598,0,0.002324255,-0.017171893,0.001605983,-0.2515152,-0.38046214,0.028348407,-0.24475831,-0.38642928,0.2950206,0.054655127,0.039235856,0.7549287,0.096966594,-0.07867806,-0.35702628,0.6364637,0.4673127,0.13241667,0.14954807,0.055756588,-0.1790626,0.092392735,0.13952142,-0.26327854,0.39149618,-0.13600582,-0.30759287
2023-12-08,66.0,66.0,1,-6.0,103.8,111.0,-0.433883739117558,-0.9009688679024191,118.66666666666669,89.0,111.0,4,0,134.0,0,26.95,1,0,0.0,0,0.08324193,0.22443177,0.2804222,0,0.077126764,0.137439,-0.0053618727,-0.24576987,-0.051408663,-0.084751554,0.059231337,-0.25910503,0.41137597,0.19449545,0.21714891,0.7337471,0.16935317,-0.09298799,-0.2770046,0.5572405,0.27271754,0.23612309,0.10291021,0.013133217,-0.2226128,-0.16190182,0.24238257,-0.23051123,0.4284397,-0.10822306,-0.33373582
2023-12-11,5.0,37.0,1,0.0,106.8,111.0,0.0,1.0,96.0,143.0,66.0,0,1,111.0,0,24.15,0,0,0.0,0,0.031360433,0.21024665,0.06650998,0,0.094086565,-0.094909206,0.18275745,-0.2790198,-0.15307087,0.08757634,0.014722794,-0.2250475,0.38743216,0.12535009,0.09216539,0.8122669,0.10173578,-0.16756497,-0.5354453,0.59482294,0.36198586,0.07382302,0.07922535,-0.06487474,-0.27264306,0.044045642,0.13723297,-0.41580504,0.4294645,-0.045924906,-0.28538007
2024-03-04,206.0,179.0,0,-32.0,91.8,66.0,0.0,1.0,71.33333333333333,51.0,37.0,0,1,111.0,1,21.19,0,0,0.1,0,0.033797134,0.25169158,0.11578908,0,0.027543012,-0.1552722,0.21628685,-0.20296083,-0.1849707,-0.0002231236,-0.2434819,-0.25865936,0.31048256,0.11547562,0.14649673,1.1179838,0.14691617,0.0279524,-0.39676675,0.54547614,0.3549882,0.11078359,0.10233832,0.038483117,-0.2385137,0.094734564,0.014508787,-0.32422444,0.44034743,-0.13796245,-0.32151055
2024-03-05,118.0,149.0,0,27.0,100.8,37.0,0.7818314824680298,0.6234898018587336,94.0,112.0,179.0,1,0,66.0,1,24.68,0,0,0.0,0,0.09593437,0.15861315,0.32875386,0,0.154571,0.007423351,-0.07820606,-0.12594442,-0.064776525,-0.05376956,0.15549219,-0.42591226,0.42849147,0.24345802,0.21748619,0.43953156,0.24115135,-0.08053225,-0.4276818,0.43816063,0.19556625,0.09179895,0.037007418,-0.014299236,-0.11611251,-0.124560155,0.22957927,-0.35043883,0.39154813,-0.12623344,-0.33779606
2024-03-06,168.0,136.0,0,-31.0,108.4,179.0,0.9749279121818236,-0.2225209339563143,121.66666666666669,134.0,149.0,2,0,37.0,1,24.31,0,0,0.0,0,-0.009425668,0.573444,0.12912399,1,-0.06555765,0.009296784,-0.022414817,-0.21410486,-0.31461492,-0.007902154,-0.23976238,-0.396004,0.26396388,-0.011541588,0.028484514,0.53580457,0.07517425,-0.053066198,-0.4204986,0.5590577,0.47052974,0.030329525,0.121303186,-0.042535134,-0.121454,-0.0002815085,0.19423155,-0.14887105,0.37279078,-0.24106416,-0.2637917
2024-03-08,230.0,102.0,0,32.0,113.4,149.0,-0.433883739117558,-0.9009688679024191,154.66666666666666,111.0,136.0,4,0,179.0,1,22.68,1,0,0.0,0,0.10147345,0.2815533,0.0016248311,0,-0.0033697598,-0.09583258,0.20762314,-0.2875399,-0.095816866,0.12255684,0.014404552,-0.21387236,0.3935431,0.08237145,0.08144768,0.61820716,0.12977596,-0.052145652,-0.63195485,0.41073105,0.33174366,-0.019982727,0.059974615,-0.18121457,-0.19063817,0.04268353,0.10402151,-0.3506383,0.39302197,-0.22197786,-0.2683831
2024-03-11,239.0,161.0,0,128.0,120.6,136.0,0.0,1.0,129.0,111.0,102.0,0,1,149.0,1,23.76,0,0,0.0,0,0.12917292,0.31362167,0.17427914,0,-0.10363437,-0.0702569,0.05400527,-0.089583956,-0.236616,-0.06858986,-0.25866818,-0.32274935,0.36807775,0.1947844,0.085141644,0.62398595,0.17272122,0.115460396,-0.47886732,0.44713497,0.36020666,0.058386896,0.038761694,0.007989858,-0.06467176,-0.22969641,0.17454591,-0.15838033,0.3716421,-0.38814723,-0.23778585
2024-03-12,212.0,144.0,0,78.0,145.4,102.0,0.7818314824680298,0.6234898018587336,133.0,66.0,161.0,1,0,136.0,1,22.76,0,0,0.0,0,0.033797134,0.25169158,0.11578908,0,0.027543012,-0.1552722,0.21628685,-0.20296083,-0.1849707,-0.0002231236,-0.2434819,-0.25865936,0.31048256,0.11547562,0.14649673,1.1179838,0.14691617,0.0279524,-0.39676675,0.54547614,0.3549882,0.11078359,0.10233832,0.038483117,-0.2385137,0.094734564,0.014508787,-0.32422444,0.44034743,-0.13796245,-0.32151055
2024-03-13,217.0,128.0,0,68.0,138.4,161.0,0.9749279121818236,-0.2225209339563143,135.66666666666666,37.0,144.0,2,0,102.0,1,21.85,0,0,0.0,0,-0.08155357,0.1956618,0.18332256,0,0.1803539,-0.2115048,0.1721112,-0.08967853,-0.1355899,-0.035984695,-0.03353742,-0.37859854,0.34167844,0.19639362,0.21149871,0.820908,0.26447096,-0.03555247,-0.45736206,0.45840696,0.28357267,0.0065447832,-0.029096324,0.060556605,-0.1756672,-0.005720562,0.14853151,-0.4843245,0.4758583,-0.10721057,-0.3493109
2024-03-14,166.0,135.0,0,89.0,134.2,144.0,0.4338837391175582,-0.900968867902419,144.33333333333334,179.0,128.0,3,0,161.0,1,23.34,0,0,0.0,0,0.10147345,0.2815533,0.0016248311,0,-0.0033697598,-0.09583258,0.20762314,-0.2875399,-0.095816866,0.12255684,0.014404552,-0.21387236,0.3935431,0.08237145,0.08144768,0.61820716,0.12977596,-0.052145652,-0.63195485,0.41073105,0.33174366,-0.019982727,0.059974615,-0.18121457,-0.19063817,0.04268353,0.10402151,-0.3506383,0.39302197,-0.22197786,-0.2683831
2024-03-15,215.0,98.0,0,31.0,134.0,128.0,-0.433883739117558,-0.9009688679024191,135.66666666666666,149.0,135.0,4,0,144.0,1,25.02,1,0,0.0,0,0.13662365,0.35328525,0.024503779,0,0.05891242,-0.22154458,0.116969176,-0.24575108,-0.092492685,0.13278583,-0.07711555,-0.27722943,0.39415538,0.15609382,0.08816245,1.305847,0.11894704,0.011258664,-0.41578346,0.57281077,0.42925903,0.09589224,0.17311396,-0.13270703,-0.22298081,0.16467449,0.10853916,-0.37296155,0.47736338,-0.100564234,-0.2050784
2024-03-18,243.0,167.0,0,117.0,133.2,135.0,0.0,1.0,120.33333333333331,136.0,98.0,0,1,128.0,1,26.41,0,0,0.0,0,0.0915976,0.42922252,-0.008488979,0,-0.005861253,-0.12250818,0.047977682,-0.31918368,-0.2570929,0.05777196,-0.1230386,-0.23309858,0.480432,0.09435944,0.029751126,1.278955,0.16000898,-0.0049458565,-0.48703778,0.7639996,0.44930542,0.1779524,0.06857334,-0.023386499,-0.04641223,0.1727173,0.06874626,-0.31110415,0.51516956,-0.15717095,-0.21043116
2024-03-19,175.0,143.0,0,76.0,134.4,98.0,0.7818314824680298,0.6234898018587336,133.33333333333334,102.0,167.0,1,0,135.0,1,24.89,0,0,0.0,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-03-20,189.0,137.0,0,32.0,134.2,167.0,0.9749279121818236,-0.2225209339563143,136.0,161.0,143.0,2,0,98.0,1,24.69,0,0,0.0,0,0.033797134,0.25169158,0.11578908,0,0.027543012,-0.1552722,0.21628685,-0.20296083,-0.1849707,-0.0002231236,-0.2434819,-0.25865936,0.31048256,0.11547562,0.14649673,1.1179838,0.14691617,0.0279524,-0.39676675,0.54547614,0.3549882,0.11078359,0.10233832,0.038483117,-0.2385137,0.094734564,0.014508787,-0.32422444,0.44034743,-0.13796245,-0.32151055
2024-03-21,179.0,140.0,0,52.0,136.0,143.0,0.4338837391175582,-0.900968867902419,149.0,144.0,137.0,3,0,167.0,1,25.26,0,0,0.0,0,0.09593437,0.15861315,0.32875386,0,0.154571,0.007423351,-0.07820606,-0.12594442,-0.064776525,-0.05376956,0.15549219,-0.42591226,0.42849147,0.24345802,0.21748619,0.43953156,0.24115135,-0.08053225,-0.4276818,0.43816063,0.19556625,0.09179895,0.037007418,-0.014299236,-0.11611251,-0.124560155,0.22957927,-0.35043883,0.39154813,-0.12623344,-0.33779606
2024-03-22,188.0,108.0,0,39.0,137.0,137.0,-0.433883739117558,-0.9009688679024191,140.0,128.0,140.0,4,0,143.0,1,26.11,1,0,0.0,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-03-25,213.0,172.0,0,80.0,139.0,140.0,0.0,1.0,128.33333333333334,135.0,108.0,0,1,137.0,1,21.14,0,0,2.5,0,0.10147345,0.2815533,0.0016248311,0,-0.0033697598,-0.09583258,0.20762314,-0.2875399,-0.095816866,0.12255684,0.014404552,-0.21387236,0.3935431,0.08237145,0.08144768,0.61820716,0.12977596,-0.052145652,-0.63195485,0.41073105,0.33174366,-0.019982727,0.059974615,-0.18121457,-0.19063817,0.04268353,0.10402151,-0.3506383,0.39302197,-0.22197786,-0.2683831
2024-03-26,209.0,146.0,0,41.0,140.0,108.0,0.7818314824680298,0.6234898018587336,140.0,98.0,172.0,1,0,140.0,1,21.21,0,0,0.0,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-03-27,216.0,135.0,0,63.0,140.6,172.0,0.9749279121818236,-0.2225209339563143,142.0,167.0,146.0,2,0,108.0,1,20.19,0,0,0.0,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-03-28,143.0,108.0,0,81.0,140.2,146.0,0.4338837391175582,-0.900968867902419,151.0,143.0,135.0,3,0,172.0,1,19.37,0,0,1.3,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-04-01,187.0,175.0,0,35.0,133.8,135.0,0.0,1.0,129.66666666666666,137.0,108.0,0,1,146.0,1,19.39,0,0,9.6,0,0.033797134,0.25169158,0.11578908,0,0.027543012,-0.1552722,0.21628685,-0.20296083,-0.1849707,-0.0002231236,-0.2434819,-0.25865936,0.31048256,0.11547562,0.14649673,1.1179838,0.14691617,0.0279524,-0.39676675,0.54547614,0.3549882,0.11078359,0.10233832,0.038483117,-0.2385137,0.094734564,0.014508787,-0.32422444,0.44034743,-0.13796245,-0.32151055
2024-04-03,161.0,137.0,0,12.0,147.2,108.0,0.9749279121818236,-0.2225209339563143,139.33333333333334,140.0,175.0,2,0,135.0,1,21.24,0,0,0.0,0,0.026123447,0.15367033,0.15595214,1,0.18088587,-0.08682702,0.14921793,-0.10767325,-0.050350416,0.028616501,0.22867998,-0.38810602,0.35574406,0.1765357,0.16718282,0.5309534,0.25726762,-0.15494491,-0.59608805,0.38374203,0.25736582,-0.03056952,-0.058924012,-0.062035136,-0.18547095,0.028058568,0.14468265,-0.49230656,0.43206385,-0.01084519,-0.36167997
2024-04-05,190.0,110.0,0,24.0,140.2,175.0,-0.433883739117558,-0.9009688679024191,140.0,108.0,137.0,4,0,108.0,1,22.93,1,0,0.0,0,0.10147345,0.2815533,0.0016248311,0,-0.0033697598,-0.09583258,0.20762314,-0.2875399,-0.095816866,0.12255684,0.014404552,-0.21387236,0.3935431,0.08237145,0.08144768,0.61820716,0.12977596,-0.052145652,-0.63195485,0.41073105,0.33174366,-0.019982727,0.059974615,-0.18121457,-0.19063817,0.04268353,0.10402151,-0.3506383,0.39302197,-0.22197786,-0.2683831
2024-07-01,228.0,184.0,0,80.0,133.0,137.0,0.0,1.0,140.66666666666666,172.0,110.0,0,1,175.0,0,23.47,0,1,0.0,0,0.10628315,0.408285,-0.0539666,0,-0.017269291,-0.13231725,0.11232186,-0.2749561,-0.27813068,0.090080515,-0.05765391,-0.21914956,0.48079446,0.04312595,-0.015347971,1.1344224,0.16774938,-0.058315843,-0.60159343,0.7081695,0.43907383,0.12798592,0.10366153,-0.014452567,0.017147016,0.099238746,0.18351129,-0.35827574,0.5146834,-0.21825862,-0.17987669
2024-07-02,139.0,137.0,0,44.0,142.8,110.0,0.7818314824680298,0.6234898018587336,143.66666666666666,146.0,184.0,1,0,137.0,0,13.7,0,1,0.0,0,0.033797134,0.25169158,0.11578908,0,0.027543012,-0.1552722,0.21628685,-0.20296083,-0.1849707,-0.0002231236,-0.2434819,-0.25865936,0.31048256,0.11547562,0.14649673,1.1179838,0.14691617,0.0279524,-0.39676675,0.54547614,0.3549882,0.11078359,0.10233832,0.038483117,-0.2385137,0.094734564,0.014508787,-0.32422444,0.44034743,-0.13796245,-0.32151055
2024-07-03,174.0,135.0,0,2.0,148.6,184.0,0.9749279121818236,-0.2225209339563143,143.66666666666666,135.0,137.0,2,0,110.0,0,16.02,0,1,0.0,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-07-04,174.0,137.0,0,39.0,140.6,137.0,0.4338837391175582,-0.900968867902419,152.0,108.0,135.0,3,0,184.0,0,17.26,0,1,0.0,0,0.010454751,0.16501611,0.29164174,0,0.08321442,-0.12643813,-0.0186792,-0.011767538,-0.15633717,-0.121515065,-0.082817204,-0.47343272,0.36839658,0.27054378,0.17721063,0.6931892,0.2675761,0.011002211,-0.4338408,0.4369779,0.24745515,0.07329978,-0.016252058,0.041445713,-0.11007626,-0.216881,0.19247451,-0.31478474,0.3804638,-0.19396353,-0.30110234
2024-07-05,194.0,111.0,0,37.0,140.6,135.0,-0.433883739117558,-0.9009688679024191,136.33333333333334,175.0,137.0,4,0,137.0,0,18.83,1,1,0.0,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-07-08,212.0,105.0,0,83.0,140.8,137.0,0.0,1.0,127.66666666666669,137.0,111.0,0,1,135.0,0,19.13,0,1,0.0,0,-0.08155357,0.1956618,0.18332256,0,0.1803539,-0.2115048,0.1721112,-0.08967853,-0.1355899,-0.035984695,-0.03353742,-0.37859854,0.34167844,0.19639362,0.21149871,0.820908,0.26447096,-0.03555247,-0.45736206,0.45840696,0.28357267,0.0065447832,-0.029096324,0.060556605,-0.1756672,-0.005720562,0.14853151,-0.4843245,0.4758583,-0.10721057,-0.3493109
2024-07-10,152.0,116.0,0,107.0,125.0,111.0,0.9749279121818236,-0.2225209339563143,117.66666666666669,110.0,105.0,2,0,137.0,1,15.72,0,0,0.3,0,0.12917292,0.31362167,0.17427914,0,-0.10363437,-0.0702569,0.05400527,-0.089583956,-0.236616,-0.06858986,-0.25866818,-0.32274935,0.36807775,0.1947844,0.085141644,0.62398595,0.17272122,0.115460396,-0.47886732,0.44713497,0.36020666,0.058386896,0.038761694,0.007989858,-0.06467176,-0.22969641,0.17454591,-0.15838033,0.3716421,-0.38814723,-0.23778585
2024-07-11,165.0,126.0,0,36.0,120.8,105.0,0.4338837391175582,-0.900968867902419,110.66666666666669,184.0,116.0,3,0,111.0,1,17.24,0,0,1.2,0,0.033797134,0.25169158,0.11578908,0,0.027543012,-0.1552722,0.21628685,-0.20296083,-0.1849707,-0.0002231236,-0.2434819,-0.25865936,0.31048256,0.11547562,0.14649673,1.1179838,0.14691617,0.0279524,-0.39676675,0.54547614,0.3549882,0.11078359,0.10233832,0.038483117,-0.2385137,0.094734564,0.014508787,-0.32422444,0.44034743,-0.13796245,-0.32151055
2024-07-12,184.0,93.0,0,39.0,119.0,116.0,-0.433883739117558,-0.9009688679024191,115.66666666666669,137.0,126.0,4,0,105.0,1,19.25,1,0,0.0,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-07-15,197.0,162.0,0,91.0,110.2,126.0,0.0,1.0,111.66666666666669,135.0,93.0,0,1,116.0,1,16.93,0,0,0.0,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-07-16,176.0,136.0,0,35.0,120.4,93.0,0.7818314824680298,0.6234898018587336,127.0,137.0,162.0,1,0,126.0,1,16.83,0,0,0.0,0,0.033797134,0.25169158,0.11578908,0,0.027543012,-0.1552722,0.21628685,-0.20296083,-0.1849707,-0.0002231236,-0.2434819,-0.25865936,0.31048256,0.11547562,0.14649673,1.1179838,0.14691617,0.0279524,-0.39676675,0.54547614,0.3549882,0.11078359,0.10233832,0.038483117,-0.2385137,0.094734564,0.014508787,-0.32422444,0.44034743,-0.13796245,-0.32151055
2024-07-17,237.0,130.0,0,40.0,126.6,162.0,0.9749279121818236,-0.2225209339563143,130.33333333333334,111.0,136.0,2,0,93.0,1,17.3,0,0,0.0,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-07-18,183.0,142.0,0,107.0,129.4,136.0,0.4338837391175582,-0.900968867902419,142.66666666666666,105.0,130.0,3,0,162.0,1,17.58,0,0,0.0,0,0.050319593,0.1891359,0.2387026,0,-0.04085617,0.042418912,0.04422525,-0.05797587,-0.11503,-0.088810556,-0.2482019,-0.3655658,0.32325974,0.18116526,0.19736552,0.8907781,0.222977,0.0980992,-0.3541259,0.56038237,0.3359685,0.2000423,0.05129968,0.13077526,-0.07726397,-0.19803946,0.11811619,-0.14281078,0.37817648,-0.20560335,-0.32223055
2024-07-19,215.0,108.0,0,41.0,132.6,130.0,-0.433883739117558,-0.9009688679024191,136.0,116.0,142.0,4,0,136.0,1,16.29,1,0,0.0,0,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-07-22,193.0,162.0,0,107.0,135.6,142.0,0.0,1.0,126.66666666666669,126.0,108.0,0,1,130.0,1,16.05,0,0,0.0,0,0.033797134,0.25169158,0.11578908,0,0.027543012,-0.1552722,0.21628685,-0.20296083,-0.1849707,-0.0002231236,-0.2434819,-0.25865936,0.31048256,0.11547562,0.14649673,1.1179838,0.14691617,0.0279524,-0.39676675,0.54547614,0.3549882,0.11078359,0.10233832,0.038483117,-0.2385137,0.094734564,0.014508787,-0.32422444,0.44034743,-0.13796245,-0.32151055
2024-07-23,147.0,141.0,0,31.0,135.6,108.0,0.7818314824680298,0.6234898018587336,137.33333333333334,93.0,162.0,1,0,142.0,1,16.87,0,0,0.0,0,0.06956448,0.6506148,0.049951233,0,-0.1498655,0.12398875,-0.2973792,-0.20212705,-0.18155497,-0.0048048105,-0.4310105,-0.45523503,0.1794176,0.07698107,-0.12546036,0.1251643,0.08945146,-0.072685145,-0.33991134,0.58096194,0.19662553,0.15349476,0.22862801,-0.24555278,0.07462791,-0.13177739,0.21144368,0.17392066,0.20163804,-0.3508466,-0.23658969
2024-07-24,175.0,136.0,0,6.0,136.6,162.0,0.9749279121818236,-0.2225209339563143,137.0,162.0,141.0,2,0,108.0,1,17.02,0,0,0.0,0,0.12917292,0.31362167,0.17427914,0,-0.10363437,-0.0702569,0.05400527,-0.089583956,-0.236616,-0.06858986,-0.25866818,-0.32274935,0.36807775,0.1947844,0.085141644,0.62398595,0.17272122,0.115460396,-0.47886732,0.44713497,0.36020666,0.058386896,0.038761694,0.007989858,-0.06467176,-0.22969641,0.17454591,-0.15838033,0.3716421,-0.38814723,-0.23778585
2024-07-25,172.0,140.0,0,39.0,137.8,141.0,0.4338837391175582,-0.900968867902419,146.33333333333334,136.0,136.0,3,0,162.0,0,17.05,0,0,0.0,1,0.10147345,0.2815533,0.0016248311,0,-0.0033697598,-0.09583258,0.20762314,-0.2875399,-0.095816866,0.12255684,0.014404552,-0.21387236,0.3935431,0.08237145,0.08144768,0.61820716,0.12977596,-0.052145652,-0.63195485,0.41073105,0.33174366,-0.019982727,0.059974615,-0.18121457,-0.19063817,0.04268353,0.10402151,-0.3506383,0.39302197,-0.22197786,-0.2683831
2024-07-26,228.0,110.0,0,32.0,137.4,136.0,-0.433883739117558,-0.9009688679024191,139.0,130.0,140.0,4,0,141.0,0,16.91,1,0,0.0,1,0.033797134,0.25169158,0.11578908,0,0.027543012,-0.1552722,0.21628685,-0.20296083,-0.1849707,-0.0002231236,-0.2434819,-0.25865936,0.31048256,0.11547562,0.14649673,1.1179838,0.14691617,0.0279524,-0.39676675,0.54547614,0.3549882,0.11078359,0.10233832,0.038483117,-0.2385137,0.094734564,0.014508787,-0.32422444,0.44034743,-0.13796245,-0.32151055
2024-07-29,208.0,166.0,0,118.0,137.8,140.0,0.0,1.0,128.66666666666666,142.0,110.0,0,1,136.0,0,16.76,0,0,0.0,1,0.10147345,0.2815533,0.0016248311,0,-0.0033697598,-0.09583258,0.20762314,-0.2875399,-0.095816866,0.12255684,0.014404552,-0.21387236,0.3935431,0.08237145,0.08144768,0.61820716,0.12977596,-0.052145652,-0.63195485,0.41073105,0.33174366,-0.019982727,0.059974615,-0.18121457,-0.19063817,0.04268353,0.10402151,-0.3506383,0.39302197,-0.22197786,-0.2683831
2024-07-30,156.0,134.0,0,42.0,138.6,110.0,0.7818314824680298,0.6234898018587336,138.66666666666666,108.0,166.0,1,0,140.0,0,18.0,0,0,0.0,1,0.033797134,0.25169158,0.11578908,0,0.027543012,-0.1552722,0.21628685,-0.20296083,-0.1849707,-0.0002231236,-0.2434819,-0.25865936,0.31048256,0.11547562,0.14649673,1.1179838,0.14691617,0.0279524,-0.39676675,0.54547614,0.3549882,0.11078359,0.10233832,0.038483117,-0.2385137,0.094734564,0.014508787,-0.32422444,0.44034743,-0.13796245,-0.32151055
2024-07-31,199.0,125.0,0,22.0,137.2,166.0,0.9749279121818236,-0.2225209339563143,136.66666666666666,162.0,134.0,2,0,110.0,0,14.58,0,0,2.5,1,0.21714865,0.37698838,-0.09813722,0,-0.40906712,-0.27927667,0.261387,-0.20107229,-0.3356704,0.08699141,-0.043832894,-0.6787074,0.34087074,0.42106882,0.1477974,0.98940873,0.23587282,0.22861727,-0.5381407,0.4175203,0.20476362,-0.45833364,0.035164926,-0.09461888,-0.19499612,-0.25220463,0.10202018,-0.38484678,0.11611826,-0.35254815,-0.22565296
2024-09-02,190.0,136.0,0,74.0,135.0,134.0,0.0,1.0,141.66666666666666,141.0,125.0,0,1,166.0,0,16.97,0,0,0.0,1,0.06573905,0.3489972,0.06887399,0,-0.039854277,-0.1770547,0.26398075,-0.15763895,-0.16907755,0.019535778,-0.17458247,-0.22375956,0.3481043,0.10009327,0.111470565,0.83595306,0.13218416,0.012231555,-0.518159,0.44177565,0.3581203,0.0054258923,0.08617098,-0.076479085,-0.19406477,-0.0072908998,0.09547547,-0.25560322,0.4129927,-0.31132594,-0.27584046
2024-09-06,174.0,132.0,0,54.0,134.2,125.0,-0.433883739117558,-0.9009688679024191,131.66666666666666,136.0,136.0,4,0,134.0,0,20.03,1,0,0.0,1,0.031360433,0.21024665,0.06650998,0,0.094086565,-0.094909206,0.18275745,-0.2790198,-0.15307087,0.08757634,0.014722794,-0.2250475,0.38743216,0.12535009,0.09216539,0.8122669,0.10173578,-0.16756497,-0.5354453,0.59482294,0.36198586,0.07382302,0.07922535,-0.06487474,-0.27264306,0.044045642,0.13723297,-0.41580504,0.4294645,-0.045924906,-0.28538007
2024-09-09,209.0,192.0,0,42.0,138.6,136.0,0.0,1.0,131.0,140.0,132.0,0,1,125.0,0,18.62,0,0,0.0,1,0.10147345,0.2815533,0.0016248311,0,-0.0033697598,-0.09583258,0.20762314,-0.2875399,-0.095816866,0.12255684,0.014404552,-0.21387236,0.3935431,0.08237145,0.08144768,0.61820716,0.12977596,-0.052145652,-0.63195485,0.41073105,0.33174366,-0.019982727,0.059974615,-0.18121457,-0.19063817,0.04268353,0.10402151,-0.3506383,0.39302197,-0.22197786,-0.2683831
