data,id_aluno_anonimo,dia_semana,servida
2025-02-24,2022c28006fb,Segunda-feira,1
2025-02-24,90f5a0342ec9,Segunda-feira,1
2025-02-24,ebb56062e4d9,Segunda-feira,1
2025-02-24,33acb4bc7754,Segunda-feira,1
2025-02-24,a798330c2351,Segunda-feira,1
2025-02-24,dd07d058b106,Segunda-feira,1
2025-02-24,3d97ba9f7523,Segunda-feira,1
2025-02-24,890980dc60a8,Segunda-feira,1
2025-02-24,05dc8738db99,Segunda-feira,1
2025-02-24,4e184a46a6f6,Segunda-feira,1
2025-02-24,2877a4c33350,Segunda-feira,1
2025-02-24,5a165e86851e,Segunda-feira,1
2025-02-24,ef29dc683090,Segunda-feira,1
2025-02-24,9ea9ebb83721,Segunda-feira,1
2025-02-24,4018ed976111,Segunda-feira,1
2025-02-24,6b7745a01a99,Segunda-feira,1
2025-02-24,4c4b7c39f13b,Segunda-feira,1
2025-02-24,531be3f53cb6,Segunda-feira,1
2025-02-24,6d496ba8faf4,Segunda-feira,1
2025-02-24,4085b0a131d5,Segunda-feira,1
2025-02-24,63e872be2ff0,Segunda-feira,1
2025-02-24,85567f102e4f,Segunda-feira,1
2025-02-24,08352becd6b1,Segunda-feira,1
2025-02-24,b2dfe6286b95,Segunda-feira,1
2025-02-24,49e0e2bea2f1,Segunda-feira,1
2025-02-24,db6cfb0073b0,Segunda-feira,1
2025-02-24,33262203a977,Segunda-feira,1
2025-02-24,a62ff62c3ca1,Segunda-feira,1
