data,id_aluno_anonimo,turma,categoria_reserva,dia_semana
2025-02-24,772130313177,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,a9d0dd49108a,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,47ea4259aebe,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,040eef61e258,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,33acb4bc7754,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,9ea9ebb83721,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,2a22f48c531e,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,4e184a46a6f6,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,de2191ca835f,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,293d4dade7b4,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,2805df6072ae,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,1e57be41a013,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,90f5a0342ec9,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,3d97ba9f7523,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,772a94c9d8c7,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,a798330c2351,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,5a165e86851e,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,b2d88ec926a1,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,dce3c331d630,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,ef29dc683090,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,9884b9bfb8fc,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,dd07d058b106,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,9265272adfd5,1º A - MEC,PRATO VEGETARIANO (A OPÇÃO PROTÉICA NÃO É CARNE),Segunda-feira
2025-02-24,2877a4c33350,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,33262203a977,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,023886d488c5,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,efdc2c15dba5,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,f952e271f8eb,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,05dc8738db99,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,4018ed976111,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,1e5e8f282d59,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,ebb56062e4d9,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,4085b0a131d5,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,2022c28006fb,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,1b0984d51aa7,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,bf04e4b2c5fd,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,ea36f6b0016c,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,654f874b1492,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,f046fedc86bc,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,c33c2152e936,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,13aa0b70205d,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,531be3f53cb6,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,65c4dfa54706,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,63e872be2ff0,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,49e0e2bea2f1,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,af2150281952,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,6b7745a01a99,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,7f322c365f5e,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,26629117c59b,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,9fb9fdb73cd0,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,3ae623ef0547,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,18a9b7454ed9,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,1cb35ccd8f51,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,15a20d5624f1,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,29a46f84fef3,1º B - MEC,PRATO SEM A PROTEINA TRADICIONAL E VEGETARIANA,Segunda-feira
2025-02-24,344293b0a359,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,ee6d9cabbd62,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,2943f13141f4,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,a62ff62c3ca1,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,2c5488e64d4a,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,ff36875fc73b,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,8f3880a65e10,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,f5152a1e93a1,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,b2dfe6286b95,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,eb836b5d098b,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,db6cfb0073b0,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,87671c31b33e,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,85567f102e4f,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,08352becd6b1,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,5a1fdf502ad1,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,4c4b7c39f13b,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,6d496ba8faf4,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,cd0b54079260,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,4eb9aa39efe5,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,6271d49142ae,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,bdedbfa75ab5,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,a2a66182c619,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,b178e12462fe,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,fdf6171b69f3,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,c78179ad750c,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,01f8451aaa06,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,2254d98be549,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,038ea106aae6,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,6af904f5bee1,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,10eed8dbb990,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,ca38cf9a4795,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,19568dd9f215,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,1e569095fb53,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,e5347006116c,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,dd21cb91de2f,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,954ecee0f224,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,1e98c346dfb0,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,f728a8f88c37,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,3a8d2c066871,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,f158428f41da,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,65c644149cb8,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,d836abb9aa16,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,08be930b8dfc,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,99250719f233,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,8dbcf1d060dd,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,583b698fc11e,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,e8011f9b6da2,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,c15d25d9c7df,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,38b2ed4da376,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,7ecb38769994,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,00fd4a6f4d39,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,1dee5ac6592c,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,cc02ca1ca595,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,9d46cfe9afd3,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,4008718f459e,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,182ab2b515c7,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,3bbeeb77a9b7,2º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,ee5d9eabcd9a,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,6dcf75c8e8b0,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,0452546cf3ef,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,2d5baea2c5cf,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,8bf10769b054,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,7bfac74a5c74,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,3bce80b87133,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,5eb6fb4f55df,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,d5189ba83998,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,4890833201f0,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,d7efc127e146,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,e877bca71614,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,08ff5947a2e6,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,c29c85e4bb75,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,f8b390903716,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,0ffd5442a593,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,9d21325604f0,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,f3fc55ccd294,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,d4f4b19df103,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,4b6ba274e30c,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,dfa4128fd68e,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,f22ee9ba8321,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,936ad81ea1d9,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,b4b6d2633322,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,a199fd43683b,3º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,4453cf2f2ad1,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,b697af99d971,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,c4a3e5f2f9f7,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,f31f6cb75738,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,4b47e5fb0990,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,fb9866945e77,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,7711aaa2eab8,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,89aab8c5b9bc,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,14c76aff7e0e,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,3a2a0a233509,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,19a223e6452f,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,5d18e4cb2c03,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,ffb76b111799,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,559588ec1d60,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,8a304a15b315,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,5776cfba0907,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,46eed6070c3b,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,e5e7047bdf14,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,dea4438f1d5a,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,6fb34f592ab2,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,1acddcd20312,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,ddcea913c455,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,e5c39016b8f9,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,254ca5d6a606,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,baf907bfe2b9,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,05579e64a7cd,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,d5bcf6e87db1,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,94e476db2979,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,807cb92b4ed6,3º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-24,388ba8d92202,1º A - MAC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Segunda-feira
2025-02-25,772130313177,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,ea7f78b39383,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,a9d0dd49108a,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,a1dbb834590b,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,47ea4259aebe,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,040eef61e258,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,33acb4bc7754,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,e10f01b71019,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,9ea9ebb83721,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,2a22f48c531e,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,4e184a46a6f6,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,de2191ca835f,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,293d4dade7b4,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,2805df6072ae,1º A - MEC,PRATO VEGETARIANO (A OPÇÃO PROTÉICA NÃO É CARNE),Terça-feira
2025-02-25,4674412bd2fa,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,1e57be41a013,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,90f5a0342ec9,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,3d97ba9f7523,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,772a94c9d8c7,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,a798330c2351,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,5a165e86851e,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,b2d88ec926a1,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,dce3c331d630,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,ef29dc683090,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,9884b9bfb8fc,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,dd07d058b106,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,9265272adfd5,1º A - MEC,PRATO VEGETARIANO (A OPÇÃO PROTÉICA NÃO É CARNE),Terça-feira
2025-02-25,2877a4c33350,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,33262203a977,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,023886d488c5,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,efdc2c15dba5,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,0ed03ff72524,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,f6577d609edc,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,f952e271f8eb,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,05dc8738db99,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,4018ed976111,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,1e5e8f282d59,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,ebb56062e4d9,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,4085b0a131d5,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,2022c28006fb,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,1b0984d51aa7,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,bf04e4b2c5fd,1º A - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,ea36f6b0016c,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,654f874b1492,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
2025-02-25,c33c2152e936,1º B - MEC,PRATO TRADICIONAL (A OPÇÃO PROTÉICA É CARNE),Terça-feira
