data,evento,eh_feriado,vespera_feriado,eh_reuniao_impacto,tem_refeicao,eh_evento_especial,etapa,temp_media,temp_max,temp_min,chuva_soma,vento_max,proteina_principal,preparo_principal,proteina_vegetariana,total_reservas,total_servido,reservou_e_comeu,reservou_e_nao_comeu,nao_reservou_e_comeu
2025-08-08,DIA LETIVO PADRAO,0,0,0,1,0,3,18.62,25.75,13.85,0.7,18.58,BOVINA,MOLHO,VEGETAL,69.0,89.0,48.0,21.0,41.0
2025-08-11,DIA LETIVO PADRAO,0,0,0,1,0,3,12.6,17.6,9.25,0.0,12.9,BOVINA,ASSADO,VEGETAL,161.0,161.0,101.0,60.0,60.0
2025-08-12,DIA LETIVO PADRAO,0,0,0,1,0,3,13.18,19.7,9.0,0.0,10.8,AVE,COZIDO,VEGETAL,127.0,128.0,88.0,39.0,40.0
2025-08-13,DIA LETIVO PADRAO,0,0,0,1,0,3,16.2,25.45,8.5,0.0,10.32,BOVINA,COZIDO,VEGETAL,117.0,163.0,83.0,34.0,80.0
2025-08-14,DIA LETIVO PADRAO,0,0,0,1,0,3,14.73,19.25,11.1,0.0,14.33,SUINA,COZIDO,VEGETAL,88.0,118.0,55.0,33.0,63.0
2025-08-15,DIA LETIVO PADRAO,0,0,0,1,0,3,14.72,20.9,11.0,0.0,13.25,PEIXE,COZIDO,OVO,78.0,100.0,46.0,32.0,54.0
2025-08-18,DIA LETIVO PADRAO,0,0,0,1,0,3,16.49,22.7,12.35,0.0,12.22,AVE,COZIDO,VEGETAL,172.0,175.0,112.0,60.0,63.0
2025-08-19,DIA LETIVO PADRAO,0,0,0,1,0,3,18.36,23.6,13.85,0.0,12.73,SUINA,COZIDO,VEGETAL,130.0,142.0,93.0,37.0,49.0
2025-08-20,DIA LETIVO PADRAO,0,0,0,1,0,3,21.76,29.35,15.7,0.0,12.9,BOVINA,COZIDO,VEGETAL,125.0,166.0,98.0,27.0,68.0
2025-08-21,DIA LETIVO PADRAO,0,0,0,1,0,3,22.04,30.35,15.35,0.0,10.39,AVE,ASSADO,VEGETAL,96.0,99.0,53.0,43.0,46.0
2025-08-22,DIA LETIVO PADRAO,0,0,0,1,0,3,23.19,32.05,16.0,0.0,8.71,BOVINA,MOLHO,VEGETAL,91.0,111.0,60.0,31.0,51.0
